student_id,attendance_percent,mid_exam_score,final_exam_score,assignments_avg,study_hours_per_week,success_status,
5065,81,73,36,63,24,Fail,
5066,81,80,96,81,20,Pass,
5067,54,48,38,70,7,Fail,
5068,85,97,92,58,5,Fail,
5069,95,95,40,50,16,Fail,
5070,91,42,66,68,19,Pass,
5071,98,91,43,44,13,Fail,
5072,91,90,48,57,13,Fail,
5073,88,59,37,42,21,Fail,
5074,65,59,36,79,18,Fail,
5075,82,80,88,50,8,Fail,
5076,98,77,92,60,21,Pass,
5077,70,62,36,69,6,Fail,
5078,58,48,84,58,13,Fail,
5079,55,100,32,92,18,Fail,
5080,100,86,96,64,3,Pass,
5081,94,48,47,74,5,Fail,
5082,84,70,74,51,3,Fail,
5083,88,71,65,86,15,Pass,
5084,71,81,45,65,15,Fail,
5085,90,33,58,94,14,Fail,
5086,54,33,88,95,18,Fail,
5087,91,34,47,87,18,Fail,
5088,72,70,78,44,23,Fail,
5089,66,90,75,58,19,Fail,
5090,61,84,58,66,4,Fail,
5091,72,42,99,77,22,Fail,
5092,65,43,79,68,17,Fail,
5093,52,89,84,51,20,Fail,
5094,79,54,56,58,7,Fail,
5095,71,73,36,48,24,Fail,
5096,58,39,70,57,7,Fail,
5097,78,100,40,68,19,Fail,
5098,96,79,34,42,10,Fail,
5099,86,73,95,62,19,Pass,
5100,72,43,85,69,7,Fail,
5101,62,44,41,85,10,Fail,
5102,81,45,71,97,19,Pass,
5103,95,31,39,63,17,Fail,
5104,96,59,57,92,24,Fail,
5105,97,59,36,76,14,Fail,
5106,72,60,43,76,12,Fail,
5107,94,49,98,43,9,Fail,
5108,66,78,90,96,18,Fail,
5109,89,64,80,93,10,Pass,
5110,70,52,71,100,7,Fail,
5111,51,90,37,67,2,Fail,
5112,86,84,79,55,2,Fail,
5113,55,96,30,52,14,Fail,
5114,93,37,98,47,8,Fail,
5115,67,69,40,95,11,Fail,
5116,79,88,77,92,19,Pass,
5117,71,61,39,87,7,Fail,
5118,82,36,44,99,14,Fail,
5119,79,31,76,64,6,Pass,
5120,66,35,54,41,22,Fail,
5121,92,65,35,69,16,Fail,
5122,81,61,40,79,13,Fail,
5123,91,74,46,42,23,Fail,
5124,100,71,44,62,12,Fail,
5125,63,82,45,68,9,Fail,
5126,59,38,85,80,6,Fail,
5127,96,78,95,69,9,Pass,
5128,100,31,65,50,6,Fail,
5129,85,96,67,60,11,Pass,
5130,83,40,32,66,16,Fail,
5131,58,79,47,63,7,Fail,
5132,91,64,83,91,19,Pass,
5133,77,44,46,70,24,Fail,
5134,60,60,42,69,4,Fail,
5135,63,91,92,40,10,Fail,
5136,88,57,43,40,11,Fail,
5137,96,54,88,93,8,Pass,
5138,68,54,65,47,20,Fail,
5139,64,30,47,87,3,Fail,
5140,77,88,34,81,9,Fail,
5141,73,98,43,73,8,Fail,
5142,57,71,54,55,6,Fail,
5143,92,63,73,66,5,Pass,
5144,58,95,68,43,12,Fail,
5145,96,47,41,58,11,Fail,
5146,82,34,90,68,2,Pass,
5147,82,49,91,80,5,Pass,
5148,68,95,82,42,23,Fail,
5149,52,91,82,50,7,Fail,
5150,59,61,57,47,19,Fail,
5151,89,87,64,78,14,Pass,
5152,96,79,94,72,14,Pass,
5153,91,67,32,47,2,Fail,
5154,50,84,72,64,5,Fail,
5155,78,57,79,63,5,Pass,
5156,99,51,100,65,19,Pass,
5157,83,72,38,65,19,Fail,
5158,100,65,65,56,19,Fail,
5159,62,81,52,66,16,Fail,
5160,50,65,79,68,19,Fail,
5161,83,57,84,82,16,Pass,
5162,78,87,41,78,18,Fail,
5163,97,65,61,100,6,Pass,
5164,96,99,53,48,12,Fail,
5165,62,38,96,53,17,Fail,
5166,97,50,56,44,21,Fail,
5167,98,93,90,89,3,Pass,
5168,78,90,48,69,18,Fail,
5169,88,69,80,95,2,Pass,
5170,73,85,93,96,19,Fail,
5171,75,33,31,94,18,Fail,
5172,66,60,65,67,19,Fail,
5173,56,56,40,84,20,Fail,
5174,62,87,97,76,6,Fail,
5175,54,54,97,47,14,Fail,
5176,75,98,93,54,24,Fail,
5177,98,99,30,93,7,Fail,
5178,52,34,55,67,14,Fail,
5179,56,37,40,75,19,Fail,
5180,98,38,31,72,5,Fail,
5181,88,44,69,45,10,Fail,
5182,50,36,33,95,24,Fail,
5183,98,44,66,90,4,Pass,
5184,66,66,90,51,23,Fail,
5185,92,68,34,46,9,Fail,
5186,74,35,44,84,14,Fail,
5187,52,86,96,67,23,Fail,
5188,64,48,55,46,12,Fail,
5189,78,92,35,80,11,Fail,
5190,92,60,73,40,12,Fail,
5191,81,39,87,92,4,Pass,
5192,75,96,75,63,15,Pass,
5193,65,91,71,84,15,Fail,
5194,74,32,77,100,20,Fail,
5195,77,47,56,58,5,Fail,
5196,58,54,49,92,2,Fail,
5197,50,49,99,71,3,Fail,
5198,78,87,64,69,7,Pass,
5199,71,79,77,40,14,Fail,
5200,65,39,96,71,15,Fail,
5201,90,50,97,96,2,Pass,
5202,100,58,81,59,9,Fail,
5203,93,39,97,60,19,Pass,
5204,100,42,33,58,15,Fail,
5205,90,76,68,69,3,Pass,
5206,56,52,50,89,13,Fail,
5207,63,79,95,67,2,Fail,
5208,78,33,45,71,22,Fail,
5209,68,96,36,69,16,Fail,
5210,68,82,38,62,12,Fail,
5211,51,31,46,66,19,Fail,
5212,90,97,41,76,18,Fail,
5213,94,94,86,98,4,Pass,
5214,64,86,74,65,16,Fail,
5215,52,99,40,42,14,Fail,
5216,60,36,42,70,4,Fail,
5217,95,48,60,41,14,Fail,
5218,79,73,55,97,10,Fail,
5219,89,92,92,93,11,Pass,
5220,67,94,60,49,2,Fail,
5221,100,68,51,77,3,Fail,
5222,97,55,35,58,15,Fail,
5223,51,73,49,70,6,Fail,
5224,81,41,39,68,23,Fail,
5225,57,51,64,64,11,Fail,
5226,71,43,55,71,20,Fail,
5227,55,59,100,56,9,Fail,
5228,61,73,66,90,14,Fail,
5229,96,67,37,84,10,Fail,
5230,89,88,34,88,19,Fail,
5231,85,71,73,62,5,Pass,
5232,64,81,96,57,9,Fail,
5233,77,92,78,50,6,Fail,
5234,98,90,65,98,7,Pass,
5235,94,63,55,99,21,Fail,
5236,67,68,74,91,6,Fail,
5237,51,70,90,59,2,Fail,
5238,62,66,73,52,20,Fail,
5239,94,94,33,63,5,Fail,
5240,64,61,87,82,2,Fail,
5241,69,37,55,59,20,Fail,
5242,78,47,58,90,5,Fail,
5243,91,74,38,81,15,Fail,
5244,78,62,65,67,15,Pass,
5245,52,34,33,74,10,Fail,
5246,68,65,88,60,20,Fail,
5247,52,52,66,45,12,Fail,
5248,63,69,42,46,17,Fail,
5249,89,34,49,68,20,Fail,
5250,53,63,46,92,5,Fail,
5251,60,53,80,62,10,Fail,
5252,80,46,84,91,18,Pass,
5253,92,100,62,44,16,Fail,
5254,81,51,50,61,9,Fail,
5255,76,44,51,48,14,Fail,
5256,79,44,54,71,2,Fail,
5257,92,54,96,93,3,Pass,
5258,51,82,41,49,11,Fail,
5259,98,50,44,85,22,Fail,
5260,58,95,31,82,14,Fail,
5261,77,61,33,88,12,Fail,
5262,80,50,74,67,15,Pass,
5263,83,97,42,50,17,Fail,
5264,64,73,84,46,7,Fail,
5265,97,95,61,69,3,Pass,
5266,74,43,51,82,6,Fail,
5267,85,44,84,84,20,Pass,
5268,57,49,46,98,8,Fail,
5269,58,63,99,90,18,Fail,
5270,86,65,80,77,6,Pass,
5271,97,38,37,73,13,Fail,
5272,94,100,90,85,20,Pass,
5273,88,59,39,67,19,Fail,
5274,81,92,48,71,13,Fail,
5275,66,64,43,55,4,Fail,
5276,84,42,96,78,5,Pass,
5277,86,75,84,40,16,Fail,
5278,68,85,90,100,16,Fail,
5279,93,38,85,73,12,Pass,
5280,78,65,92,80,3,Pass,
5281,56,32,40,96,19,Fail,
5282,77,48,76,62,4,Pass,
5283,58,57,35,89,19,Fail,
5284,77,52,63,92,15,Pass,
5285,55,36,94,59,7,Fail,
5286,78,43,93,57,3,Fail,
5287,66,75,95,57,2,Fail,
5288,65,44,60,81,9,Fail,
5289,72,96,91,79,11,Fail,
5290,80,44,83,60,21,Pass,
5291,52,80,37,47,19,Fail,
5292,70,37,71,73,21,Fail,
5293,75,98,70,89,12,Pass,
5294,85,91,88,50,19,Fail,
5295,91,80,69,82,17,Pass,
5296,86,92,51,90,6,Fail,
5297,71,97,53,82,8,Fail,
5298,91,45,67,49,23,Fail,
5299,61,53,31,47,3,Fail,
5300,91,35,70,86,12,Pass,
5301,62,86,48,47,14,Fail,
5302,60,60,31,58,21,Fail,
5303,65,35,91,40,17,Fail,
5304,57,58,45,94,15,Fail,
5305,89,96,51,91,8,Fail,
5306,89,32,43,42,8,Fail,
5307,94,57,85,92,13,Pass,
5308,51,77,94,83,13,Fail,
5309,79,39,74,71,21,Pass,
5310,79,62,83,87,2,Pass,
5311,61,96,95,93,24,Fail,
5312,59,98,75,55,7,Fail,
5313,93,41,62,69,9,Pass,
5314,60,86,79,88,14,Fail,
5315,64,73,51,67,6,Fail,
5316,65,42,69,67,11,Fail,
5317,66,53,68,55,15,Fail,
5318,75,73,70,80,10,Pass,
5319,51,86,97,93,18,Fail,
5320,99,45,36,90,4,Fail,
5321,61,50,100,72,13,Fail,
5322,100,80,33,100,13,Fail,
5323,75,50,88,64,12,Pass,
5324,72,89,55,57,23,Fail,
5325,67,80,60,65,5,Fail,
5326,81,50,98,45,9,Fail,
5327,98,35,81,77,11,Pass,
5328,87,94,50,83,15,Fail,
5329,96,87,45,42,2,Fail,
5330,52,35,80,82,13,Fail,
5331,87,94,45,45,6,Fail,
5332,52,63,47,53,15,Fail,
5333,79,85,76,57,5,Fail,
5334,50,32,85,55,18,Fail,
5335,79,71,57,63,23,Fail,
5336,94,91,85,52,14,Fail,
5337,81,35,66,40,4,Fail,
5338,77,35,45,77,12,Fail,
5339,70,92,94,53,12,Fail,
5340,95,49,89,56,6,Fail,
5341,62,50,90,96,7,Fail,
5342,76,31,40,52,5,Fail,
5343,85,85,95,52,11,Fail,
5344,56,39,61,48,11,Fail,
5345,71,99,48,45,13,Fail,
5346,59,52,85,45,23,Fail,
5347,88,59,34,96,24,Fail,
5348,64,66,32,69,19,Fail,
5349,64,84,57,76,16,Fail,
5350,53,78,58,96,24,Fail,
5351,81,63,88,92,24,Pass,
5352,72,73,54,85,19,Fail,
5353,55,51,51,53,4,Fail,
5354,73,60,100,43,4,Fail,
5355,69,36,52,73,2,Fail,
5356,86,50,99,41,18,Fail,
5357,69,45,69,100,11,Fail,
5358,61,49,43,56,7,Fail,
5359,82,72,58,81,12,Fail,
5360,77,73,45,53,15,Fail,
5361,57,76,39,90,18,Fail,
5362,50,48,76,56,8,Fail,
5363,86,77,33,100,23,Fail,
5364,71,98,41,93,5,Fail,
5365,55,40,71,69,12,Fail,
5366,70,58,33,82,20,Fail,
5367,81,74,35,68,10,Fail,
5368,84,97,43,46,22,Fail,
5369,64,65,64,48,9,Fail,
5370,54,77,76,85,21,Fail,
5371,95,44,87,62,5,Pass,
5372,99,73,94,75,17,Pass,
5373,97,96,48,53,7,Fail,
5374,55,69,86,59,7,Fail,
5375,74,43,94,95,20,Fail,
5376,95,92,42,91,3,Fail,
5377,89,80,37,56,12,Fail,
5378,78,87,47,71,19,Fail,
5379,56,44,64,64,10,Fail,
5380,89,94,55,90,17,Fail,
5381,62,84,67,69,12,Fail,
5382,87,39,95,88,15,Pass,
5383,67,71,55,96,9,Fail,
5384,51,40,86,66,14,Fail,
5385,57,45,54,66,11,Fail,
5386,60,48,59,85,24,Fail,
5387,82,60,36,70,13,Fail,
5388,87,82,56,84,22,Fail,
5389,97,37,40,65,4,Fail,
5390,76,53,37,53,3,Fail,
5391,69,37,40,97,12,Fail,
5392,61,77,59,87,19,Fail,
5393,92,59,44,60,22,Fail,
5394,80,87,85,67,5,Pass,
5395,76,84,64,54,9,Fail,
5396,81,91,68,69,12,Pass,
5397,59,77,53,64,16,Fail,
5398,52,33,37,90,24,Fail,
5399,94,66,72,93,22,Pass,
5400,76,37,71,50,3,Fail,
5401,84,30,70,83,24,Pass,
5402,80,99,76,50,20,Fail,
5403,64,76,55,67,16,Fail,
5404,65,34,81,94,14,Fail,
5405,62,79,51,44,3,Fail,
5406,98,53,34,67,4,Fail,
5407,84,76,44,47,15,Fail,
5408,60,47,65,65,21,Fail,
5409,70,57,92,45,14,Fail,
5410,100,34,78,71,24,Pass,
5411,60,59,84,87,17,Fail,
5412,79,30,89,71,13,Pass,
5413,97,75,86,51,2,Fail,
5414,84,98,58,45,7,Fail,
5415,71,60,48,52,14,Fail,
5416,87,99,39,78,23,Fail,
5417,80,85,39,79,3,Fail,
5418,63,57,86,83,19,Fail,
5419,73,45,83,100,18,Fail,
5420,99,83,85,73,20,Pass,
5421,98,82,97,62,24,Pass,
5422,81,41,98,80,16,Pass,
5423,85,49,84,84,9,Pass,
5424,81,63,98,56,24,Fail,
5425,64,82,30,84,10,Fail,
5426,92,93,41,87,9,Fail,
5427,84,52,64,99,9,Pass,
5428,52,56,62,40,12,Fail,
5429,65,46,54,46,19,Fail,
5430,54,77,45,52,18,Fail,
5431,70,50,37,53,23,Fail,
5432,59,79,64,92,24,Fail,
5433,68,69,75,56,7,Fail,
5434,74,32,40,69,24,Fail,
5435,53,46,90,87,3,Fail,
5436,78,90,73,86,2,Pass,
5437,68,79,40,100,11,Fail,
5438,92,35,40,88,9,Fail,
5439,51,57,51,73,17,Fail,
5440,59,84,91,66,15,Fail,
5441,92,87,77,97,17,Pass,
5442,74,74,92,64,15,Fail,
5443,69,48,80,99,8,Fail,
5444,97,58,74,83,19,Pass,
5445,68,52,62,74,21,Fail,
5446,72,61,89,48,10,Fail,
5447,73,39,31,45,5,Fail,
5448,60,78,42,100,17,Fail,
5449,95,94,95,65,23,Pass,
5450,83,58,86,77,12,Pass,
5451,77,88,72,78,10,Pass,
5452,54,74,74,97,18,Fail,
5453,54,96,60,66,23,Fail,
5454,100,80,39,79,12,Fail,
5455,70,40,52,98,21,Fail,
5456,61,35,58,70,4,Fail,
5457,99,96,60,42,22,Fail,
5458,53,91,47,63,12,Fail,
5459,98,34,40,54,9,Fail,
5460,91,38,76,93,11,Pass,
5461,69,57,32,45,7,Fail,
5462,87,67,31,50,18,Fail,
5463,74,72,83,69,7,Fail,
5464,63,50,60,74,8,Fail,
5465,60,91,37,87,14,Fail,
5466,81,75,72,77,7,Pass,
5467,60,99,77,82,4,Fail,
5468,67,67,31,100,14,Fail,
5469,76,78,51,79,11,Fail,
5470,67,68,34,68,5,Fail,
5471,72,100,36,62,6,Fail,
5472,60,59,49,81,22,Fail,
5473,70,50,31,81,20,Fail,
5474,93,30,61,94,19,Pass,
5475,54,61,32,42,8,Fail,
5476,72,37,70,65,22,Fail,
5477,90,98,71,53,2,Fail,
5478,74,59,74,58,18,Fail,
5479,90,37,100,60,21,Pass,
5480,59,48,46,99,21,Fail,
5481,71,88,76,60,19,Fail,
5482,68,84,98,48,6,Fail,
5483,50,59,53,52,23,Fail,
5484,56,65,100,80,7,Fail,
5485,53,84,63,97,11,Fail,
5486,50,73,79,92,20,Fail,
5487,64,56,71,83,11,Fail,
5488,89,83,62,85,7,Pass,
5489,61,77,56,76,11,Fail,
5490,71,59,88,77,11,Fail,
5491,71,68,48,84,22,Fail,
5492,99,42,32,84,13,Fail,
5493,96,45,100,63,5,Pass,
5494,66,73,54,77,14,Fail,
5495,78,100,44,85,11,Fail,
5496,95,56,89,50,17,Fail,
5497,63,74,52,68,20,Fail,
5498,99,64,40,84,7,Fail,
5499,69,57,88,83,10,Fail,
5500,99,36,63,87,15,Pass,
5501,97,91,36,77,11,Fail,
5502,82,80,73,80,9,Pass,
5503,92,75,93,56,4,Fail,
5504,64,49,52,91,18,Fail,
5505,61,67,87,87,20,Fail,
5506,89,90,49,65,4,Fail,
5507,69,61,56,100,15,Fail,
5508,79,55,89,65,7,Pass,
5509,87,87,37,51,20,Fail,
5510,52,68,96,57,19,Fail,
5511,77,49,31,48,13,Fail,
5512,75,79,51,42,16,Fail,
5513,79,81,99,49,7,Fail,
5514,62,51,65,82,22,Fail,
5515,62,82,53,41,13,Fail,
5516,51,95,41,47,20,Fail,
5517,86,72,51,91,8,Fail,
5518,98,52,52,82,24,Fail,
5519,87,93,92,57,21,Fail,
5520,51,38,59,91,11,Fail,
5521,85,36,48,78,19,Fail,
5522,75,70,55,70,3,Fail,
5523,60,83,40,53,14,Fail,
5524,57,94,49,78,16,Fail,
5525,93,31,85,72,5,Pass,
5526,89,33,74,68,8,Pass,
5527,92,61,97,83,4,Pass,
5528,71,31,76,99,17,Fail,
5529,69,93,87,72,10,Fail,
5530,57,43,39,74,24,Fail,
5531,78,49,51,41,24,Fail,
5532,89,78,100,74,18,Pass,
5533,75,37,53,71,9,Fail,
5534,79,92,95,75,19,Pass,
5535,66,75,90,85,14,Fail,
5536,69,50,36,94,3,Fail,
5537,65,61,67,89,2,Fail,
5538,95,37,50,62,17,Fail,
5539,92,45,37,44,17,Fail,
5540,56,69,57,86,12,Fail,
5541,65,56,83,55,5,Fail,
5542,94,47,60,79,12,Pass,
5543,96,64,70,63,7,Pass,
5544,97,81,66,92,12,Pass,
5545,76,44,67,97,2,Pass,
5546,72,92,80,79,10,Fail,
5547,73,82,66,67,8,Fail,
5548,58,95,60,64,22,Fail,
5549,84,60,91,46,23,Fail,
5550,100,90,47,77,4,Fail,
5551,69,93,35,46,10,Fail,
5552,86,63,38,94,3,Fail,
5553,91,84,40,90,11,Fail,
5554,66,88,31,61,18,Fail,
5555,96,32,58,61,2,Fail,
5556,80,46,80,66,19,Pass,
5557,57,75,98,96,7,Fail,
5558,64,67,52,72,7,Fail,
5559,80,64,36,84,10,Fail,
5560,79,30,85,71,11,Pass,
5561,95,58,91,78,16,Pass,
5562,69,33,44,71,5,Fail,
5563,88,90,82,40,9,Fail,
5564,61,46,72,49,5,Fail,
5565,98,57,64,84,4,Pass,
5566,66,79,43,43,5,Fail,
5567,91,37,98,68,2,Pass,
5568,79,63,78,46,10,Fail,
5569,78,88,47,77,12,Fail,
5570,68,47,80,45,22,Fail,
5571,95,88,30,92,24,Fail,
5572,60,56,56,50,20,Fail,
5573,83,45,93,94,22,Pass,
5574,99,39,89,48,21,Fail,
5575,56,51,70,69,8,Fail,
5576,93,45,50,61,6,Fail,
5577,83,41,43,97,3,Fail,
5578,69,80,49,78,20,Fail,
5579,99,30,40,48,4,Fail,
5580,87,56,95,94,16,Pass,
5581,73,96,53,77,8,Fail,
5582,59,41,66,90,6,Fail,
5583,81,59,53,85,24,Fail,
5584,64,38,44,72,11,Fail,
5585,86,82,41,65,10,Fail,
5586,69,90,93,55,24,Fail,
5587,52,83,60,48,15,Fail,
5588,86,66,82,62,23,Pass,
5589,89,94,73,54,14,Fail,
5590,57,71,59,58,2,Fail,
5591,89,78,64,81,17,Pass,
5592,93,33,50,55,21,Fail,
5593,72,93,92,64,9,Fail,
5594,89,80,46,74,18,Fail,
5595,60,89,41,90,7,Fail,
5596,95,60,47,52,3,Fail,
5597,57,87,89,85,14,Fail,
5598,78,33,96,46,9,Fail,
5599,79,51,44,73,10,Fail,
5600,59,32,45,97,14,Fail,
5601,88,76,51,53,19,Fail,
5602,77,67,92,62,19,Pass,
5603,98,62,60,62,10,Pass,
5604,85,77,30,56,3,Fail,
5605,62,94,35,52,5,Fail,
5606,81,55,38,97,19,Fail,
5607,85,37,81,66,18,Pass,
5608,86,79,91,41,13,Fail,
5609,75,67,87,76,17,Pass,
5610,71,39,48,69,14,Fail,
5611,53,71,42,43,12,Fail,
5612,80,66,61,69,15,Pass,
5613,67,55,38,42,11,Fail,
5614,87,41,78,97,24,Pass,
5615,73,78,66,53,22,Fail,
5616,72,43,60,50,20,Fail,
5617,71,75,60,79,22,Fail,
5618,51,64,88,62,18,Fail,
5619,80,58,84,80,10,Pass,
5620,60,41,48,87,15,Fail,
5621,77,73,92,71,6,Pass,
5622,95,95,31,42,4,Fail,
5623,81,31,74,81,23,Pass,
5624,54,88,72,40,9,Fail,
5625,87,46,30,48,19,Fail,
5626,59,39,90,87,4,Fail,
5627,89,47,32,48,24,Fail,
5628,95,51,73,99,3,Pass,
5629,73,87,36,51,12,Fail,
5630,84,82,62,40,6,Fail,
5631,93,30,38,55,8,Fail,
5632,97,90,59,69,15,Fail,
5633,72,60,47,47,20,Fail,
5634,66,60,85,85,3,Fail,
5635,50,95,60,85,10,Fail,
5636,80,48,92,49,11,Fail,
5637,80,82,79,72,20,Pass,
5638,91,51,30,77,18,Fail,
5639,91,52,48,80,8,Fail,
5640,83,44,93,90,19,Pass,
5641,58,55,82,61,7,Fail,
5642,71,32,35,55,10,Fail,
5643,62,49,46,58,9,Fail,
5644,74,69,75,50,23,Fail,
5645,97,68,84,92,23,Pass,
5646,67,47,35,50,10,Fail,
5647,100,70,99,53,2,Fail,
5648,61,99,97,78,3,Fail,
5649,89,56,69,98,23,Pass,
5650,66,44,95,65,5,Fail,
5651,64,66,38,83,21,Fail,
5652,91,87,40,59,19,Fail,
5653,64,34,49,59,11,Fail,
5654,64,36,72,94,2,Fail,
5655,88,70,87,44,11,Fail,
5656,62,39,55,40,10,Fail,
5657,66,91,67,50,24,Fail,
5658,81,55,65,86,14,Pass,
5659,58,97,84,49,16,Fail,
5660,89,53,35,100,19,Fail,
5661,69,70,32,86,14,Fail,
5662,75,94,94,67,6,Pass,
5663,76,46,93,84,3,Pass,
5664,70,53,87,86,8,Fail,
5665,67,56,87,73,10,Fail,
5666,62,36,47,93,20,Fail,
5667,65,41,52,52,15,Fail,
5668,58,32,58,83,18,Fail,
5669,61,39,52,64,21,Fail,
5670,93,62,65,62,21,Pass,
5671,87,75,99,75,12,Pass,
5672,68,88,35,99,23,Fail,
5673,56,81,63,51,6,Fail,
5674,84,35,73,86,13,Pass,
5675,97,31,73,84,22,Pass,
5676,67,58,56,41,10,Fail,
5677,65,69,81,59,18,Fail,
5678,88,90,71,55,9,Fail,
5679,53,97,54,53,9,Fail,
5680,74,97,68,92,13,Fail,
5681,81,58,68,41,20,Fail,
5682,89,91,41,88,11,Fail,
5683,62,89,40,55,3,Fail,
5684,94,70,32,43,9,Fail,
5685,66,94,51,82,15,Fail,
5686,98,93,33,52,20,Fail,
5687,86,92,37,77,5,Fail,
5688,55,77,43,88,10,Fail,
5689,68,49,43,40,14,Fail,
5690,62,66,45,48,10,Fail,
5691,75,93,61,60,14,Pass,
5692,63,34,93,57,17,Fail,
5693,80,63,45,82,23,Fail,
5694,53,68,81,71,2,Fail,
5695,88,96,48,85,9,Fail,
5696,57,91,98,73,10,Fail,
5697,74,53,41,59,14,Fail,
5698,62,32,34,82,18,Fail,
5699,81,100,71,41,23,Fail,
5700,87,96,46,43,10,Fail,
5701,87,79,39,98,8,Fail,
5702,77,58,45,84,24,Fail,
5703,79,61,45,77,21,Fail,
5704,52,68,71,46,24,Fail,
5705,77,38,32,61,11,Fail,
5706,52,43,52,59,22,Fail,
5707,94,97,57,97,6,Fail,
5708,83,93,74,74,18,Pass,
5709,65,49,97,43,3,Fail,
5710,71,57,53,99,10,Fail,
5711,81,43,48,92,3,Fail,
5712,87,73,69,59,11,Fail,
5713,57,68,75,74,13,Fail,
5714,57,57,69,72,3,Fail,
5715,55,93,91,90,16,Fail,
5716,63,61,47,98,4,Fail,
5717,81,38,41,60,3,Fail,
5718,84,57,43,84,8,Fail,
5719,59,46,90,53,10,Fail,
5720,52,84,41,70,12,Fail,
5721,61,39,56,61,23,Fail,
5722,98,35,35,99,17,Fail,
5723,80,77,62,87,8,Pass,
5724,78,96,79,69,14,Pass,
5725,54,70,41,68,4,Fail,
5726,74,89,86,75,12,Fail,
5727,90,71,82,88,4,Pass,
5728,80,100,42,81,16,Fail,
5729,70,57,32,68,9,Fail,
5730,69,42,93,46,8,Fail,
5731,88,44,87,71,6,Pass,
5732,71,65,33,52,7,Fail,
5733,53,44,74,96,20,Fail,
5734,62,85,95,52,4,Fail,
5735,94,33,65,93,12,Pass,
5736,91,81,52,53,7,Fail,
5737,99,39,48,45,22,Fail,
5738,98,74,69,55,15,Fail,
5739,69,58,45,80,18,Fail,
5740,62,82,87,91,4,Fail,
5741,66,58,47,87,5,Fail,
5742,85,52,65,60,10,Pass,
5743,82,86,53,92,14,Fail,
5744,50,79,30,83,7,Fail,
5745,64,50,30,55,11,Fail,
5746,62,72,93,44,21,Fail,
5747,66,39,91,63,21,Fail,
5748,73,59,65,82,22,Fail,
5749,57,80,47,40,14,Fail,
5750,99,62,45,49,24,Fail,
5751,76,47,46,82,15,Fail,
5752,94,51,53,86,13,Fail,
5753,72,93,97,97,24,Fail,
5754,95,50,31,98,14,Fail,
5755,57,30,39,74,11,Fail,
5756,57,44,82,70,8,Fail,
5757,75,65,80,95,6,Pass,
5758,96,76,98,54,13,Fail,
5759,62,83,43,50,3,Fail,
5760,88,61,95,48,9,Fail,
5761,86,87,82,41,9,Fail,
5762,98,75,93,83,20,Pass,
5763,77,83,78,91,6,Pass,
5764,74,62,91,69,9,Fail,
5765,65,68,66,55,11,Fail,
5766,51,52,78,95,14,Fail,
5767,67,72,97,87,10,Fail,
5768,66,84,62,92,8,Fail,
5769,79,31,51,40,21,Fail,
5770,88,95,99,87,21,Pass,
5771,62,67,62,45,20,Fail,
5772,81,58,57,85,12,Fail,
5773,99,96,33,96,9,Fail,
5774,78,100,95,96,23,Pass,
5775,95,65,78,50,17,Fail,
5776,79,58,40,72,11,Fail,
5777,67,66,64,91,7,Fail,
5778,62,74,68,56,11,Fail,
5779,92,45,39,94,11,Fail,
5780,70,60,98,90,20,Fail,
5781,79,63,52,73,5,Fail,
5782,70,79,63,85,20,Fail,
5783,97,94,61,79,4,Pass,
5784,66,91,45,64,18,Fail,
5785,89,72,97,94,15,Pass,
5786,68,85,83,61,11,Fail,
5787,64,44,57,65,7,Fail,
5788,58,77,89,100,17,Fail,
5789,59,78,89,66,10,Fail,
5790,93,73,73,77,22,Pass,
5791,80,39,31,48,13,Fail,
5792,72,49,52,76,13,Fail,
5793,79,99,75,44,15,Fail,
5794,82,37,83,57,3,Fail,
5795,58,74,100,61,11,Fail,
5796,96,63,38,85,5,Fail,
5797,50,80,99,51,7,Fail,
5798,93,33,73,99,24,Pass,
5799,84,68,41,83,14,Fail,
5800,60,53,61,61,24,Fail,
5801,83,84,63,45,15,Fail,
5802,65,55,62,75,5,Fail,
5803,58,54,93,66,11,Fail,
5804,81,65,77,86,11,Pass,
5805,64,100,45,94,6,Fail,
5806,61,87,79,54,5,Fail,
5807,82,41,52,96,13,Fail,
5808,94,30,55,56,23,Fail,
5809,63,79,83,42,15,Fail,
5810,57,54,73,49,8,Fail,
5811,57,34,66,64,3,Fail,
5812,76,97,38,60,15,Fail,
5813,61,35,42,93,11,Fail,
5814,50,55,89,79,17,Fail,
5815,92,84,31,48,4,Fail,
5816,89,68,89,63,9,Pass,
5817,91,38,86,71,24,Pass,
5818,100,74,72,42,18,Fail,
5819,60,43,48,97,5,Fail,
5820,88,84,40,72,22,Fail,
5821,92,38,76,82,20,Pass,
5822,80,44,92,84,16,Pass,
5823,66,66,36,51,21,Fail,
5824,82,79,60,68,11,Pass,
5825,81,50,84,60,11,Pass,
5826,78,86,54,78,24,Fail,
5827,70,48,59,73,13,Fail,
5828,70,87,65,72,10,Fail,
5829,89,35,79,71,16,Pass,
5830,72,33,43,59,19,Fail,
5831,55,72,58,42,21,Fail,
5832,71,71,56,43,2,Fail,
5833,99,32,79,56,4,Fail,
5834,87,30,65,89,9,Pass,
5835,86,84,63,56,8,Fail,
5836,94,44,50,58,16,Fail,
5837,100,76,67,43,9,Fail,
5838,57,75,79,68,16,Fail,
5839,90,87,66,56,23,Fail,
